url,career_cluster,career_pathway,SOC,job_title,title,Artistic,Conventional,Enterprising,Investigative,Realistic,Social,income,csm.Title,csm.O.NET.SOC.Code,csm.degree,csm.closeness,csm.betweenness,ccm.Title,ccm.O.NET.SOC.Code,ccm.degree,ccm.closeness,ccm.betweenness
https://www.onetonline.org/link/details/27-4032.00,"Arts, Audio/Video Technology & Communications",Journalism and Broadcasting,27-4032.00,Film and Video Editors,27-4032.00 - Film and Video Editors,95,22,45,45,28,11,62760,Film and Video Editors,27-4032.00,17,0.00032144,5062.652766,Film and Video Editors,27-4032.00,22,0.000319693,6052.409518
https://www.onetonline.org/link/details/27-4099.00,"Arts, Audio/Video Technology & Communications",Journalism and Broadcasting,27-4099.00,"Media and Communication Equipment Workers, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1011.00,Health Science,Therapeutic Services,29-1011.00,Chiropractors,29-1011.00 - Chiropractors,17,17,28,78,72,83,67520,Chiropractors,29-1011.00,18,0.000249626,327.577902,Chiropractors,29-1011.00,4,0.000199005,1.188897199
https://www.onetonline.org/link/details/29-1021.00,Health Science,Therapeutic Services,29-1021.00,"Dentists, General","29-1021.00 - Dentists, General",11,33,22,100,72,50,153900,"Dentists, General",29-1021.00,10,0.000225428,3.891981198,"Dentists, General",29-1021.00,7,0.000218055,550.4410795
https://www.onetonline.org/link/details/29-1022.00,Health Science,Therapeutic Services,29-1022.00,Oral and Maxillofacial Surgeons,29-1022.00 - Oral and Maxillofacial Surgeons,11,28,33,67,83,78,208000,Oral and Maxillofacial Surgeons,29-1022.00,10,0.000249563,269.0659077,Oral and Maxillofacial Surgeons,29-1022.00,6,0.000198531,9.115344041
https://www.onetonline.org/link/details/29-1023.00,Health Science,Therapeutic Services,29-1023.00,Orthodontists,29-1023.00 - Orthodontists,11,22,39,100,72,61,208000,Orthodontists,29-1023.00,10,0.000225734,7.161472576,Orthodontists,29-1023.00,5,0.000201045,14.51467865
https://www.onetonline.org/link/details/29-1024.00,Health Science,Therapeutic Services,29-1024.00,Prosthodontists,29-1024.00 - Prosthodontists,22,33,6,100,83,50,126050,Prosthodontists,29-1024.00,12,0.00026469,397.817757,Prosthodontists,29-1024.00,7,0.000223764,714.8837985
https://www.onetonline.org/link/details/29-1029.00,Health Science,Therapeutic Services,29-1029.00,"Dentists, All Other Specialists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1031.00,Health Science,Therapeutic Services,29-1031.00,Dietitians and Nutritionists,29-1031.00 - Dietitians and Nutritionists,22,17,50,95,22,89,58920,Dietitians and Nutritionists,29-1031.00,15,0.000270197,1977.39824,Dietitians and Nutritionists,29-1031.00,13,0.000243784,1320.736721
https://www.onetonline.org/link/details/29-1041.00,Health Science,Therapeutic Services,29-1041.00,Optometrists,29-1041.00 - Optometrists,0,28,39,83,67,72,106140,Optometrists,29-1041.00,12,0.000236128,162.4301357,Optometrists,29-1041.00,2,0.000200965,0
https://www.onetonline.org/link/details/29-1051.00,Health Science,Therapeutic Services,29-1051.00,Pharmacists,29-1051.00 - Pharmacists,6,72,28,100,39,56,122230,Pharmacists,29-1051.00,13,0.000298597,3330.255324,Pharmacists,29-1051.00,12,0.000207684,92.00226802
https://www.onetonline.org/link/details/29-1061.00,Health Science,Therapeutic Services,29-1061.00,Anesthesiologists,29-1061.00 - Anesthesiologists,17,28,28,72,67,67,208000,Anesthesiologists,29-1061.00,16,0.000256739,713.1998088,Anesthesiologists,29-1061.00,9,0.00022119,511.9342608
https://www.onetonline.org/link/details/29-1062.00,Health Science,Therapeutic Services,29-1062.00,Family and General Practitioners,29-1062.00 - Family and General Practitioners,17,28,28,95,50,83,190490,Family and General Practitioners,29-1062.00,17,0.000237643,253.8758792,Family and General Practitioners,29-1062.00,16,0.000214225,99.12190244
https://www.onetonline.org/link/details/29-1063.00,Health Science,Therapeutic Services,29-1063.00,"Internists, General","29-1063.00 - Internists, General",17,28,45,95,56,72,196380,"Internists, General",29-1063.00,13,0.000234742,94.90014902,"Internists, General",29-1063.00,13,0.000210615,17.20906745
https://www.onetonline.org/link/details/29-1064.00,Health Science,Therapeutic Services,29-1064.00,Obstetricians and Gynecologists,29-1064.00 - Obstetricians and Gynecologists,17,17,45,100,67,83,208000,Obstetricians and Gynecologists,29-1064.00,16,0.00025641,552.0700011,Obstetricians and Gynecologists,29-1064.00,11,0.000212585,10.70232931
https://www.onetonline.org/link/details/29-1065.00,Health Science,Therapeutic Services,29-1065.00,"Pediatricians, General","29-1065.00 - Pediatricians, General",28,33,22,100,39,83,168990,"Pediatricians, General",29-1065.00,14,0.000236016,233.1155595,"Pediatricians, General",29-1065.00,12,0.000218484,79.02246127
https://www.onetonline.org/link/details/29-1066.00,Health Science,Therapeutic Services,29-1066.00,Psychiatrists,29-1066.00 - Psychiatrists,56,28,17,100,17,78,194740,Psychiatrists,29-1066.00,14,0.00024777,814.2733846,Psychiatrists,29-1066.00,10,0.000212675,133.522356
https://www.onetonline.org/link/details/29-1067.00,Health Science,Therapeutic Services,29-1067.00,Surgeons,29-1067.00 - Surgeons,22,28,33,89,78,67,208000,Surgeons,29-1067.00,12,0.000251004,398.3318505,Surgeons,29-1067.00,12,0.00021164,109.5423585
https://www.onetonline.org/link/details/29-1069.01,Health Science,Therapeutic Services,29-1069.01,Allergists and Immunologists,29-1069.01 - Allergists and Immunologists,33,11,6,100,61,78,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.01,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.01 - Allergists and Immunologists,33,11,6,100,61,78,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.02,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.02 - Dermatologists,22,11,17,100,56,83,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.02,Health Science,Therapeutic Services,29-1069.02,Dermatologists,29-1069.02 - Dermatologists,22,11,17,100,56,83,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.03,Health Science,Therapeutic Services,29-1069.03,Hospitalists,29-1069.03 - Hospitalists,11,22,33,67,45,89,206920,Hospitalists,29-1069.03,13,0.00027049,731.7842843,Hospitalists,29-1069.03,18,0.000219829,313.1160247
https://www.onetonline.org/link/details/29-1069.03,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.03 - Hospitalists,11,22,33,67,45,89,206920,Hospitalists,29-1069.03,13,0.00027049,731.7842843,Hospitalists,29-1069.03,18,0.000219829,313.1160247
https://www.onetonline.org/link/details/29-1069.04,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.04 - Neurologists,22,17,33,100,56,78,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.04,Health Science,Therapeutic Services,29-1069.04,Neurologists,29-1069.04 - Neurologists,22,17,33,100,56,78,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.05,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.05 - Nuclear Medicine Physicians,6,28,22,78,39,78,206920,Nuclear Medicine Physicians,29-1069.05,16,0.000268097,1327.689112,Nuclear Medicine Physicians,29-1069.05,10,0.00021363,69.88965004
https://www.onetonline.org/link/details/29-1069.05,Health Science,Therapeutic Services,29-1069.05,Nuclear Medicine Physicians,29-1069.05 - Nuclear Medicine Physicians,6,28,22,78,39,78,206920,Nuclear Medicine Physicians,29-1069.05,16,0.000268097,1327.689112,Nuclear Medicine Physicians,29-1069.05,10,0.00021363,69.88965004
https://www.onetonline.org/link/details/29-1069.06,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.06 - Ophthalmologists,17,33,22,100,67,72,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.06,Health Science,Therapeutic Services,29-1069.06,Ophthalmologists,29-1069.06 - Ophthalmologists,17,33,22,100,67,72,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.07,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.07 - Pathologists,11,39,0,95,56,33,206920,Pathologists,29-1069.07,14,0.000279642,1954.727478,Pathologists,29-1069.07,13,0.00021815,332.4772152
https://www.onetonline.org/link/details/29-1069.07,Health Science,Therapeutic Services,29-1069.07,Pathologists,29-1069.07 - Pathologists,11,39,0,95,56,33,206920,Pathologists,29-1069.07,14,0.000279642,1954.727478,Pathologists,29-1069.07,13,0.00021815,332.4772152
https://www.onetonline.org/link/details/29-1069.08,Health Science,Therapeutic Services,29-1069.08,Physical Medicine and Rehabilitation Physicians,29-1069.08 - Physical Medicine and Rehabilitation Physicians,33,17,11,100,50,78,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.08,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.08 - Physical Medicine and Rehabilitation Physicians,33,17,11,100,50,78,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.09,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.09 - Preventive Medicine Physicians,28,11,22,89,56,95,206920,Preventive Medicine Physicians,29-1069.09,17,0.00025227,899.9864878,Preventive Medicine Physicians,29-1069.09,14,0.000230574,913.5278755
https://www.onetonline.org/link/details/29-1069.09,Health Science,Therapeutic Services,29-1069.09,Preventive Medicine Physicians,29-1069.09 - Preventive Medicine Physicians,28,11,22,89,56,95,206920,Preventive Medicine Physicians,29-1069.09,17,0.00025227,899.9864878,Preventive Medicine Physicians,29-1069.09,14,0.000230574,913.5278755
https://www.onetonline.org/link/details/29-1069.10,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.10 - Radiologists,11,33,0,95,83,61,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.10,Health Science,Therapeutic Services,29-1069.10,Radiologists,29-1069.10 - Radiologists,11,33,0,95,83,61,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.11,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.11 - Sports Medicine Physicians,22,17,6,95,61,83,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.11,Health Science,Therapeutic Services,29-1069.11,Sports Medicine Physicians,29-1069.11 - Sports Medicine Physicians,22,17,6,95,61,83,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.12,Health Science,Therapeutic Services,29-1069.00,"Physicians and Surgeons, All Other",29-1069.12 - Urologists,22,22,28,100,61,72,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1069.12,Health Science,Therapeutic Services,29-1069.12,Urologists,29-1069.12 - Urologists,22,22,28,100,61,72,206920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1071.00,Health Science,Therapeutic Services,29-1071.00,Physician Assistants,29-1071.00 - Physician Assistants,17,28,11,89,50,89,101480,Physician Assistants,29-1071.00,15,0.000274574,1398.912625,Physician Assistants,29-1071.00,20,0.000235405,1055.144953
https://www.onetonline.org/link/details/29-1071.01,Health Science,Therapeutic Services,29-1071.01,Anesthesiologist Assistants,29-1071.01 - Anesthesiologist Assistants,0,28,28,61,72,67,101480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1081.00,Health Science,Therapeutic Services,29-1081.00,Podiatrists,29-1081.00 - Podiatrists,17,17,28,100,56,83,124830,Podiatrists,29-1081.00,22,0.000239063,354.8326776,Podiatrists,29-1081.00,2,0.0002096,0
https://www.onetonline.org/link/details/29-1122.00,Health Science,Therapeutic Services,29-1122.00,Occupational Therapists,29-1122.00 - Occupational Therapists,39,45,33,56,33,100,81910,Occupational Therapists,29-1122.00,13,0.000259471,210.4960511,Occupational Therapists,29-1122.00,17,0.000254907,2053.061418
https://www.onetonline.org/link/details/29-1122.01,Health Science,Therapeutic Services,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","29-1122.01 - Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",33,28,33,61,56,100,81910,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,17,0.000294638,2322.987076,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122.01,12,0.000273373,1422.524816
https://www.onetonline.org/link/details/29-1123.00,Health Science,Therapeutic Services,29-1123.00,Physical Therapists,29-1123.00 - Physical Therapists,22,33,28,78,56,100,85400,Physical Therapists,29-1123.00,12,0.000256213,211.7800745,Physical Therapists,29-1123.00,12,0.000241838,482.2619559
https://www.onetonline.org/link/details/29-1124.00,Health Science,Therapeutic Services,29-1124.00,Radiation Therapists,29-1124.00 - Radiation Therapists,0,67,11,45,72,78,80160,Radiation Therapists,29-1124.00,18,0.000297442,523.3470943,Radiation Therapists,29-1124.00,13,0.000278552,778.052087
https://www.onetonline.org/link/details/29-1125.00,Health Science,Therapeutic Services,29-1125.00,Recreational Therapists,29-1125.00 - Recreational Therapists,61,22,39,45,11,100,46410,Recreational Therapists,29-1125.00,17,0.000285307,1789.175549,Recreational Therapists,29-1125.00,18,0.000295072,2329.181405
https://www.onetonline.org/link/details/29-1125.01,Health Science,Therapeutic Services,29-1125.01,Art Therapists,29-1125.01 - Art Therapists,95,28,11,50,6,100,46410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1125.02,Health Science,Therapeutic Services,29-1125.02,Music Therapists,29-1125.02 - Music Therapists,89,17,11,56,6,89,46410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1126.00,Health Science,Therapeutic Services,29-1126.00,Respiratory Therapists,29-1126.00 - Respiratory Therapists,6,28,22,67,56,95,58670,Respiratory Therapists,29-1126.00,14,0.000303767,310.6091747,Respiratory Therapists,29-1126.00,15,0.000283286,1879.353328
https://www.onetonline.org/link/details/29-1127.00,Health Science,Therapeutic Services,29-1127.00,Speech-Language Pathologists,29-1127.00 - Speech-Language Pathologists,56,22,17,83,11,95,74680,Speech-Language Pathologists,29-1127.00,17,0.000252781,546.2002481,Speech-Language Pathologists,29-1127.00,10,0.000249128,685.0053268
https://www.onetonline.org/link/details/29-1128.00,Health Science,Therapeutic Services,29-1128.00,Exercise Physiologists,29-1128.00 - Exercise Physiologists,45,28,39,72,50,89,47340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1129.00,Health Science,Therapeutic Services,29-1129.00,"Therapists, All Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-1131.00,Health Science,Therapeutic Services,29-1131.00,Veterinarians,29-1131.00 - Veterinarians,17,28,11,100,78,45,88770,Veterinarians,29-1131.00,15,0.000250125,535.4625296,Veterinarians,29-1131.00,2,0.000200965,0
https://www.onetonline.org/link/details/29-1141.00,Health Science,Therapeutic Services,29-1141.00,Registered Nurses,29-1141.00 - Registered Nurses,11,61,17,78,45,100,68450,Registered Nurses,29-1141.00,17,0.000277932,213.8512465,Registered Nurses,29-1141.00,14,0.00029146,955.9049156
https://www.onetonline.org/link/details/29-1141.01,Health Science,Therapeutic Services,29-1141.01,Acute Care Nurses,29-1141.01 - Acute Care Nurses,17,11,22,72,56,100,68450,Acute Care Nurses,29-1141.01,12,0.000283688,386.4099512,Acute Care Nurses,29-1141.01,10,0.000285796,537.8956434
https://www.onetonline.org/link/details/29-1141.02,Health Science,Therapeutic Services,29-1141.02,Advanced Practice Psychiatric Nurses,29-1141.02 - Advanced Practice Psychiatric Nurses,45,22,17,83,22,95,68450,Advanced Practice Psychiatric Nurses,29-1141.02,11,0.000241663,153.7138045,Advanced Practice Psychiatric Nurses,29-1141.02,16,0.000242718,1119.568653
https://www.onetonline.org/link/details/29-1141.03,Health Science,Therapeutic Services,29-1141.03,Critical Care Nurses,29-1141.03 - Critical Care Nurses,28,28,33,56,50,95,68450,Critical Care Nurses,29-1141.03,12,0.000284091,258.1296866,Critical Care Nurses,29-1141.03,10,0.000277085,824.9178916
https://www.onetonline.org/link/details/29-1141.04,Health Science,Therapeutic Services,29-1141.04,Clinical Nurse Specialists,29-1141.04 - Clinical Nurse Specialists,0,56,95,50,17,78,68450,Clinical Nurse Specialists,29-1141.04,10,0.000273,1178.631967,Clinical Nurse Specialists,29-1141.04,16,0.000237135,510.8733729
https://www.onetonline.org/link/details/29-1151.00,Health Science,Therapeutic Services,29-1151.00,Nurse Anesthetists,29-1151.00 - Nurse Anesthetists,11,28,6,95,67,56,160270,Nurse Anesthetists,29-1151.00,10,0.000296033,2955.070282,Nurse Anesthetists,29-1151.00,8,0.000249563,4951.039016
https://www.onetonline.org/link/details/29-1161.00,Health Science,Therapeutic Services,29-1161.00,Nurse Midwives,29-1161.00 - Nurse Midwives,22,6,33,50,39,100,99770,Nurse Midwives,29-1161.00,14,0.00026434,237.5465965,Nurse Midwives,29-1161.00,24,0.000244618,3101.332418
https://www.onetonline.org/link/details/29-1171.00,Health Science,Therapeutic Services,29-1171.00,Nurse Practitioners,29-1171.00 - Nurse Practitioners,28,28,22,83,56,89,100910,Nurse Practitioners,29-1171.00,18,0.00026455,483.2010161,Nurse Practitioners,29-1171.00,19,0.000235849,754.505226
https://www.onetonline.org/link/details/29-1181.00,Health Science,Therapeutic Services,29-1181.00,Audiologists,29-1181.00 - Audiologists,22,45,11,95,28,89,75980,Audiologists,29-1181.00,14,0.000261233,554.7632659,Audiologists,29-1181.00,10,0.000223664,144.9605727
https://www.onetonline.org/link/details/29-1199.01,Health Science,Therapeutic Services,29-1199.01,Acupuncturists,29-1199.01 - Acupuncturists,22,11,17,67,72,83,74530,Acupuncturists,29-1199.01,13,0.000281849,910.8469197,Acupuncturists,29-1199.01,12,0.000241313,565.3146237
https://www.onetonline.org/link/details/29-1199.01,Health Science,Therapeutic Services,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",29-1199.01 - Acupuncturists,22,11,17,67,72,83,74530,Acupuncturists,29-1199.01,13,0.000281849,910.8469197,Acupuncturists,29-1199.01,12,0.000241313,565.3146237
https://www.onetonline.org/link/details/29-1199.04,Health Science,Therapeutic Services,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",29-1199.04 - Naturopathic Physicians,50,11,11,95,39,89,74530,Naturopathic Physicians,29-1199.04,17,0.000243191,303.3853548,Naturopathic Physicians,29-1199.04,17,0.000220264,174.4022953
https://www.onetonline.org/link/details/29-1199.04,Health Science,Therapeutic Services,29-1199.04,Naturopathic Physicians,29-1199.04 - Naturopathic Physicians,50,11,11,95,39,89,74530,Naturopathic Physicians,29-1199.04,17,0.000243191,303.3853548,Naturopathic Physicians,29-1199.04,17,0.000220264,174.4022953
https://www.onetonline.org/link/details/29-1199.05,Health Science,Therapeutic Services,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",29-1199.05 - Orthoptists,11,11,28,89,56,72,74530,Orthoptists,29-1199.05,15,0.000272183,979.4011084,Orthoptists,29-1199.05,10,0.000233918,245.4931966
https://www.onetonline.org/link/details/29-1199.05,Health Science,Therapeutic Services,29-1199.05,Orthoptists,29-1199.05 - Orthoptists,11,11,28,89,56,72,74530,Orthoptists,29-1199.05,15,0.000272183,979.4011084,Orthoptists,29-1199.05,10,0.000233918,245.4931966
https://www.onetonline.org/link/details/29-2011.00,Health Science,Diagnostic Services,29-2011.00,Medical and Clinical Laboratory Technologists,29-2011.00 - Medical and Clinical Laboratory Technologists,11,61,28,100,78,17,61070,Medical and Clinical Laboratory Technologists,29-2011.00,24,0.000331126,7819.695948,Medical and Clinical Laboratory Technologists,29-2011.00,12,0.000296912,6283.272772
https://www.onetonline.org/link/details/29-2011.01,Health Science,Diagnostic Services,29-2011.01,Cytogenetic Technologists,29-2011.01 - Cytogenetic Technologists,22,56,17,89,72,22,61070,Cytogenetic Technologists,29-2011.01,10,0.000271518,81.42524962,Cytogenetic Technologists,29-2011.01,10,0.000310078,631.4720739
https://www.onetonline.org/link/details/29-2011.02,Health Science,Diagnostic Services,29-2011.02,Cytotechnologists,29-2011.02 - Cytotechnologists,11,39,11,95,67,11,61070,Cytotechnologists,29-2011.02,10,0.00027137,95.39279,Cytotechnologists,29-2011.02,10,0.000317158,1263.759551
https://www.onetonline.org/link/details/29-2011.03,Health Science,Diagnostic Services,29-2011.03,Histotechnologists and Histologic Technicians,29-2011.03 - Histotechnologists and Histologic Technicians,6,61,11,72,100,6,61070,Histotechnologists and Histologic Technicians,29-2011.03,18,0.000312891,1876.166809,Histotechnologists and Histologic Technicians,29-2011.03,14,0.000307314,2865.347597
https://www.onetonline.org/link/details/29-2012.00,Health Science,Diagnostic Services,29-2012.00,Medical and Clinical Laboratory Technicians,29-2012.00 - Medical and Clinical Laboratory Technicians,11,56,11,78,78,50,38950,Medical and Clinical Laboratory Technicians,29-2012.00,13,0.000336927,3118.854433,Medical and Clinical Laboratory Technicians,29-2012.00,14,0.000305904,1673.482034
https://www.onetonline.org/link/details/29-2021.00,Health Science,Therapeutic Services,29-2021.00,Dental Hygienists,29-2021.00 - Dental Hygienists,0,45,17,33,78,83,72910,Dental Hygienists,29-2021.00,18,0.000309119,738.4308567,Dental Hygienists,29-2021.00,11,0.000269179,130.2017577
https://www.onetonline.org/link/details/29-2031.00,Health Science,Diagnostic Services,29-2031.00,Cardiovascular Technologists and Technicians,29-2031.00 - Cardiovascular Technologists and Technicians,6,45,22,72,72,72,55570,Cardiovascular Technologists and Technicians,29-2031.00,23,0.000324992,3763.321621,Cardiovascular Technologists and Technicians,29-2031.00,17,0.000275482,244.7563532
https://www.onetonline.org/link/details/29-2032.00,Health Science,Diagnostic Services,29-2032.00,Diagnostic Medical Sonographers,29-2032.00 - Diagnostic Medical Sonographers,11,39,28,83,72,78,69650,Diagnostic Medical Sonographers,29-2032.00,12,0.000301023,551.8444603,Diagnostic Medical Sonographers,29-2032.00,14,0.000268528,178.5250126
https://www.onetonline.org/link/details/29-2033.00,Health Science,Diagnostic Services,29-2033.00,Nuclear Medicine Technologists,29-2033.00 - Nuclear Medicine Technologists,6,45,11,89,83,50,74350,Nuclear Medicine Technologists,29-2033.00,10,0.00030553,491.0765605,Nuclear Medicine Technologists,29-2033.00,14,0.000270051,71.79854573
https://www.onetonline.org/link/details/29-2034.00,Health Science,Diagnostic Services,29-2034.00,Radiologic Technologists,29-2034.00 - Radiologic Technologists,6,33,33,45,95,67,57450,Radiologic Technologists,29-2034.00,25,0.000316456,1708.686723,Radiologic Technologists,29-2034.00,13,0.000265957,174.5173438
https://www.onetonline.org/link/details/29-2035.00,Health Science,Diagnostic Services,29-2035.00,Magnetic Resonance Imaging Technologists,29-2035.00 - Magnetic Resonance Imaging Technologists,11,56,22,39,67,45,68420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-2041.00,"Law, Public Safety, Corrections & Security",Emergency and Fire Management Services,29-2041.00,Emergency Medical Technicians and Paramedics,29-2041.00 - Emergency Medical Technicians and Paramedics,6,28,50,61,56,89,32670,Emergency Medical Technicians and Paramedics,29-2041.00,13,0.000294811,504.2312276,Emergency Medical Technicians and Paramedics,29-2041.00,16,0.000287274,2241.124778
https://www.onetonline.org/link/details/29-2051.00,Health Science,Therapeutic Services,29-2051.00,Dietetic Technicians,29-2051.00 - Dietetic Technicians,11,22,28,56,50,89,26350,Dietetic Technicians,29-2051.00,11,0.000315956,3422.632065,Dietetic Technicians,29-2051.00,12,0.000295159,1021.649847
https://www.onetonline.org/link/details/29-2052.00,Health Science,Therapeutic Services,29-2052.00,Pharmacy Technicians,29-2052.00 - Pharmacy Technicians,0,100,28,33,67,45,30920,Pharmacy Technicians,29-2052.00,22,0.00034638,8245.463035,Pharmacy Technicians,29-2052.00,15,0.000315159,2773.772855
https://www.onetonline.org/link/details/29-2053.00,Health Science,Therapeutic Services,29-2053.00,Psychiatric Technicians,29-2053.00 - Psychiatric Technicians,11,28,45,33,45,95,30970,Psychiatric Technicians,29-2053.00,15,0.000307787,2020.995134,Psychiatric Technicians,29-2053.00,11,0.000290613,1291.234929
https://www.onetonline.org/link/details/29-2054.00,Health Science,Therapeutic Services,29-2054.00,Respiratory Therapy Technicians,29-2054.00 - Respiratory Therapy Technicians,11,56,6,61,61,100,49780,Respiratory Therapy Technicians,29-2054.00,17,0.000293858,891.3033347,Respiratory Therapy Technicians,29-2054.00,21,0.000285714,818.8690996
https://www.onetonline.org/link/details/29-2055.00,Health Science,Therapeutic Services,29-2055.00,Surgical Technologists,29-2055.00 - Surgical Technologists,0,50,22,22,83,67,45160,Surgical Technologists,29-2055.00,13,0.000289101,146.0884869,Surgical Technologists,29-2055.00,12,0.000278164,391.7867055
https://www.onetonline.org/link/details/29-2056.00,Health Science,Diagnostic Services,29-2056.00,Veterinary Technologists and Technicians,29-2056.00 - Veterinary Technologists and Technicians,11,45,22,83,100,33,32490,Veterinary Technologists and Technicians,29-2056.00,11,0.000313185,876.5106307,Veterinary Technologists and Technicians,29-2056.00,13,0.000279799,290.3460642
https://www.onetonline.org/link/details/29-2057.00,Health Science,Therapeutic Services,29-2057.00,Ophthalmic Medical Technicians,29-2057.00 - Ophthalmic Medical Technicians,6,67,22,28,45,56,35530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://www.onetonline.org/link/details/29-2061.00,Health Science,Therapeutic Services,29-2061.00,Licensed Practical and Licensed Vocational Nurses,29-2061.00 - Licensed Practical and Licensed Vocational Nurses,6,45,22,39,67,100,44090,Licensed Practical and Licensed Vocational Nurses,29-2061.00,17,0.000285796,274.998328,Licensed Practical and Licensed Vocational Nurses,29-2061.00,19,0.000298775,2269.795297
https://www.onetonline.org/link/details/29-2071.00,Health Science,Health Informatics,29-2071.00,Medical Records and Health Information Technicians,29-2071.00 - Medical Records and Health Information Technicians,0,100,45,0,17,22,38040,Medical Records and Health Information Technicians,29-2071.00,15,0.000294638,651.6490638,Medical Records and Health Information Technicians,29-2071.00,26,0.000290782,1505.473396
https://www.onetonline.org/link/details/29-2081.00,Health Science,Therapeutic Services,29-2081.00,"Opticians, Dispensing","29-2081.00 - Opticians, Dispensing",11,72,89,11,56,56,35530,"Opticians, Dispensing",29-2081.00,12,0.000307598,599.4975956,"Opticians, Dispensing",29-2081.00,12,0.000322581,4284.51215
https://www.onetonline.org/link/details/29-2091.00,Health Science,Therapeutic Services,29-2091.00,Orthotists and Prosthetists,29-2091.00 - Orthotists and Prosthetists,22,17,17,61,67,100,65630,Orthotists and Prosthetists,29-2091.00,16,0.000258598,491.1385934,Orthotists and Prosthetists,29-2091.00,11,0.000266454,4277.946567
https://www.onetonline.org/link/details/29-2092.00,Health Science,Therapeutic Services,29-2092.00,Hearing Aid Specialists,29-2092.00 - Hearing Aid Specialists,11,28,33,83,50,83,50250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
